begin,end,distance,xcoord,ycoord
"0","23503",57.24055249535084,-7.5340491,33.6195361
"0","23503",57.28617810603716,-7.4907768,33.634
"0","23503",57.29352053327618,-7.4969392,33.630008
"0","23503",57.32991469510262,-7.519932,33.6017969
"0","23503",57.40731943607480,-7.4501516,33.635296
"0","23503",57.40868666293600,-7.4514771,33.6349608
"0","23503",57.40912530594576,-7.4519156,33.6349496
"0","23503",57.46052468731674,-7.4995362,33.615606
"0","23503",57.46427715180824,-7.5032886,33.615584
"0","23503",57.48269898908036,-7.5205138,33.6090528
"0","23503",57.50576370193266,-7.4975088,33.6107114
"0","23503",57.51335827737374,-7.4911485,33.6148616
"0","23503",57.52583044177612,-7.4793103,33.6187874
"0","23503",57.53203199206052,-7.4849711,33.6213201
"0","23503",57.53989279615742,-7.4888322,33.6144729
"0","23503",57.55123608711728,-7.479683,33.6211783
"0","23503",57.90865692117324,-7.8260408,33.5329404
"0","23503",57.91499064265826,-7.8207032,33.5295307
"0","23503",57.92426867010866,-7.8188056,33.5204488
"0","23503",57.92587042719698,-7.8188887,33.5188492
"0","23503",57.96879555334122,-7.7804952,33.5380457
"0","23503",58.00752483525996,-7.8174189,33.5263582
"0","23503",59.10554109349092,-6.8218013,33.9893758
"0","23503",60.04307756318794,-7.6611107,33.5716027
"0","23503",60.05550870508602,-7.6579024,33.5836127
"0","23503",60.07415875546264,-7.6401576,33.5893526
"0","23503",60.08612143729238,-7.6321346,33.5804792
"0","23503",60.10318928262594,-7.6428818,33.5937385
"0","23503",60.11142061172032,-7.6406447,33.585817
"0","23503",60.15305685364224,-7.599683,33.5932813
"0","23503",60.16827725226284,-7.5851889,33.5979269
"0","23503",60.20738249630056,-7.6078619,33.5660654
"0","23503",60.21346243165712,-7.6046684,33.5712391
"0","23503",60.21936872182610,-7.607495,33.5660531
"0","23503",60.24900966876812,-7.5885401,33.5888412
"0","23503",60.25222523705382,-7.5862815,33.5865524
"0","23503",60.26829807421530,-7.5724054,33.5946635
"0","23503",60.27251252084564,-7.5739816,33.5985721
"0","23503",60.28714291605596,-7.5667567,33.5858501
"0","23503",60.30698236778856,-7.5670556,33.5660129
"0","23503",60.37682707451326,-7.5266017,33.6229494
"0","23503",60.39671672389806,-7.5067306,33.6238082
"0","23503",60.40557836898292,-7.5034906,33.6155601
"0","23503",60.41600351773102,-7.5132537,33.6119042
"0","23503",60.41882439561742,-7.5116936,33.609554
"0","23503",60.42910445118194,-7.5015465,33.611202
"0","23503",60.43890119829974,-7.509281,33.6051892
"0","23503",60.44263964953522,-7.5117168,33.6023532
"0","23503",60.47811741040100,-7.4826631,33.6227138
"0","23503",60.55227685961854,-7.5428639,33.5794069
"0","23503",60.56780242738820,-7.5569598,33.5859145
"0","23503",60.57362449845784,-7.5626271,33.584581
"0","23503",60.57770490423422,-7.5649672,33.5812383
"0","23503",60.62536084019294,-7.5206713,33.5988156
"0","23503",60.71821216547298,-7.5910378,33.5382357
"0","23503",60.72264580753792,-7.5945092,33.5409937
"0","23503",60.75081704374100,-7.6119128,33.5631462
"0","23503",60.85129060263806,-7.5196588,33.6029474
"0","23503",60.98364027826988,-7.648258,33.5716635
"0","23503",61.01283817864816,-7.6752081,33.5604292
"0","23503",61.20606720861510,-7.4823117,33.5717622
"0","23503",61.43925122860388,-7.6207955,33.3841535
"0","23503",61.61240986961518,-7.6858193,33.5446397
"0","23503",61.63467239426020,-7.6635922,33.5433843
"0","23503",61.64314211317524,-7.6720619,33.5434022
"0","23503",61.64466623692678,-7.6705384,33.5433586
"0","23503",61.65418527461868,-7.6701911,33.5338459
"0","23503",61.84711607092216,-7.4881496,33.5977457
"0","23503",61.85327738474390,-7.4917776,33.6027256
"0","23503",61.92952907867820,-7.5606745,33.5700524
"0","23503",61.93259687995598,-7.5576067,33.5700496
"0","23503",61.95410560525944,-7.554842,33.5487193
"0","23503",62.00223417416576,-7.6029056,33.5512192
"0","23503",62.02804578262726,-7.6230097,33.5350308
"0","23503",62.03249063494988,-7.6219456,33.5307152
"0","23503",62.06294605410806,-7.6073899,33.5574671
"0","23503",62.06816086446798,-7.6038949,33.5535968
"0","23503",62.09668346225376,-7.6317895,33.5476445
"0","23503",62.11855420294288,-7.6162693,33.532235
"0","23503",62.15145799021576,-7.6018772,33.5618243
"0","23503",62.22356086418102,-7.6700865,33.5851977
"0","23503",62.24568004966536,-7.6849422,33.5688097
"0","23503",62.28631594605758,-7.6446168,33.5738235
"0","23503",62.35804740504010,-7.5803694,33.5419225
"0","23503",62.36902881056262,-7.584162,33.5522282
"0","23503",62.43133301894094,-7.5302861,33.5835204
"0","23503",62.44615397176118,-7.5174456,33.5909219
"0","23503",62.47869532622854,-7.536664,33.5646618
"0","23503",62.61411134325478,-7.6652778,33.5222827
"0","23503",62.61654062789434,-7.6631297,33.5211482
"0","23503",62.61860435257558,-7.6617247,33.5196366
"0","23503",62.67956260113966,-7.6631663,33.5805778
"0","23503",62.69470172831562,-7.6533996,33.5690104
"0","23503",62.69692443459626,-7.6541461,33.5669168
"0","23503",62.69843909919610,-7.6555643,33.5663849
"0","23503",62.69976608489686,-7.6542851,33.566032
"0","23503",62.71556273562826,-7.6691174,33.5714668
"0","23503",62.72054059666790,-7.6698327,33.576393
"0","23503",62.74219943080202,-7.6531725,33.5902329
"0","23503",63.78571788743280,-6.7060013,34.0281798
"0","23503",63.95201122116088,-6.8543921,33.9531222
"0","23503",63.95400516199500,-6.8525408,33.9538628
"0","23503",63.98192568710504,-6.8283509,33.9678057
"0","23503",64.85028950613265,-7.6127227,33.5952247
"0","23503",64.86267184846518,-7.6203619,33.6049697
"0","23503",65.00969695003526,-7.6516631,33.4613152
"0","23503",65.06628446969746,-7.6583805,33.5175026
"0","23503",65.13831178295770,-7.6087962,33.5697456
"0","23503",65.33623291532032,-7.5785521,33.3741489
"0","23503",66.32582376912208,-6.8359388,34.028225
"0","23503",67.22637866548622,-7.6153547,33.5771042
"0","23503",68.49593970883640,-6.5552485,34.2756456
"0","23503",68.52931166666704,-6.5845254,34.2596284
"0","23503",68.54934911326536,-6.6010867,34.2709077
"0","23503",68.90998534014288,-6.8270085,33.9898066
"0","23503",68.91105024701675,-6.8262789,33.9905823
"0","23503",69.79025317116157,-7.6115725,33.5952195
"0","23503",69.79414166858987,-7.6137821,33.5984192
"0","23503",69.80114873425390,-7.619212,33.6028481
"0","23503",69.82526505705590,-7.597267,33.5928474
"0","23503",69.82888832631032,-7.598967,33.5960471
"0","23503",70.70539811474488,-6.8372301,34.0296671
"0","23503",71.64270413902278,-7.6584234,33.5777997
"0","23503",71.64361028797855,-7.6593227,33.5776885
"0","23503",71.64932576346182,-7.6619067,33.5725905
"0","23503",72.93331283424693,-6.5786527,34.2619261
"0","23503",73.28739685950224,-6.8317277,34.0142801
"0","23503",73.29239452640790,-6.8283942,34.0180036
"0","23503",73.29457695331618,-6.8298442,34.0196347
"0","23503",73.29547971438092,-6.8298919,34.0205362
"0","23503",73.30260862686600,-6.8302298,34.0276571
"0","23503",73.30306832311354,-6.829779,34.0275671
"0","23503",73.30336172940181,-6.829488,34.0275296
"0","23503",73.36861666429520,-6.8477025,33.9648683
"0","23503",74.23644154433562,-7.6265575,33.5821087
"0","23503",76.45628665375956,-5.5043099,32.9311268
"0","23503",76.47217295305738,-5.4917872,32.9409021
"0","23503",77.43240820809754,-5.537904,33.9000293
"0","23503",78.16901162690696,-6.0045733,33.3301132
"0","23503",78.27920985686664,-6.0996293,33.3858627
"0","23503",79.23889679272628,-6.8899016,33.9303521
"0","23503",79.23910672652536,-6.8900852,33.9304539
"0","23503",80.19664781417922,-6.1014246,33.3874075
"0","23503",80.21935652201432,-6.1239123,33.384247
"0","23503",80.21958518429805,-6.1237235,33.384376
"0","23503",80.22184551547734,-6.1214833,33.384075
"0","23503",80.23031523161070,-6.113398,33.3865977
"0","23503",80.24058478133648,-6.1235261,33.3848991
"0","23503",80.26457951240748,-6.0995435,33.385662
"0","23503",80.26673418085066,-6.1012444,33.3869847
"0","23503",80.27667184114874,-6.110557,33.3835159
"0","23503",81.00819271830686,-5.5819845,33.8892173
"0","23503",81.01229777915050,-5.5780868,33.8905055
"0","23503",81.04756170680824,-5.5817071,33.8554279
"0","23503",81.20848685156868,-5.562275,34.0151755
"0","23503",81.27940083220804,-5.5681716,33.9445071
"0","23503",81.27966445164968,-5.5680171,33.9442935
"0","23503",81.28000315591596,-5.5678884,33.9446068
"0","23503",81.40770175806992,-5.5528482,34.0714166
"0","23503",83.52224176249908,-7.6129688,33.5947799
"0","23503",83.52318704062746,-7.6125481,33.5939334
"0","23503",83.53784202238145,-7.6265742,33.5896864
"0","23503",84.46722447623382,-8.4877113,33.2401229
"0","23503",84.47124093947902,-8.4876503,33.2441389
"0","23503",84.53115961895880,-8.5450185,33.2268433
"0","23503",87.58587913782755,-5.5633094,33.8907124
"0","23503",87.59027766513790,-5.5665757,33.8936583
"0","23503",87.59226254049418,-5.5652704,33.8951536
"0","23503",87.59497137229036,-5.5626037,33.8946777
"0","23503",87.59520392890714,-5.562741,33.89449
"0","23503",87.59605291948422,-5.562173,33.895121
"0","23503",88.24670911163680,-6.0098705,33.4229765
"0","23503",88.84038445615320,-5.6715612,32.9351269
"0","23503",88.84384573211013,-5.6690542,32.9375134
"0","23503",88.84475189630054,-5.6698915,32.9378599
"0","23503",88.84815533907808,-5.667755,32.9352106
"0","23503",88.84831042079848,-5.6677955,32.9350609
"0","23503",88.84839804636552,-5.6677835,32.9351477
"0","23503",88.84962317370584,-5.6682611,32.9340195
"0","23503",88.85032975370838,-5.668459,32.9333412
"0","23503",88.85120601345298,-5.6687557,32.9325167
"0","23503",89.29300650865461,-5.9805553,32.6195172
"0","23503",89.48929208383350,-5.8074292,32.7120125
"0","23503",89.48967794134606,-5.8071681,32.7117284
"0","23503",91.45162531461661,-7.5498942,33.6129183
"0","23503",92.09009198067578,-7.6242794,32.9787996
"0","23503",92.10525335237757,-7.6235292,32.9939424
"0","23503",92.56342258294065,-7.8162992,32.5782998
"0","23503",94.27055179095458,-6.85653,33.9900835
"0","23503",94.30564588846757,-6.8355016,34.0181798
"0","23503",95.36561950255840,-7.5832481,33.2669014
"0","23503",95.36748490108153,-7.5825403,33.2651755
"0","23503",95.71425117366655,-7.6338561,33.6081238
"0","23503",95.71643878568197,-7.6316709,33.6080211
"0","23503",95.71700976662738,-7.6321491,33.6077091
"0","23503",95.71776379861610,-7.6328401,33.6074073
"0","23503",95.71849259209850,-7.6335026,33.607711
"0","23503",95.72977449714064,-7.6222453,33.6069663
"0","23503",95.98276574122379,-7.3820025,33.686263
"0","23503",95.98646831172140,-7.379158,33.6886332
"0","23503",95.99701743781083,-7.371739,33.6961327
"0","23503",96.00078996030113,-7.3683795,33.697849
"0","23503",96.00830759814822,-7.3755313,33.6955324
"0","23503",96.00944674084340,-7.3745121,33.6950236
